age,bodyssa,bodysss,clinssa,clinsss,disssa,dissss,gndssa,gndsss,headssa,headsss,height,kd,legssa,legsss,pas,reach,rev,ssa,sss,sub,tda,tds,tsa,tss,winner
1.608219178,-11,-7,-3,-1,9,-14,7,0,11,-15,-4,0,13,7,1,0,1,13,-15,-1,6,3,-2,-34,1
-6.391780822,-4,-4,12,8,23,3,15,11,49,22,0,0,5,4,6,-6,6,50,22,0,1,1,79,50,0
14.2739726,0,0,-2,-2,3,2,0,0,1,0,5,-1,0,0,0,6,0,1,0,1,0,0,-1,1,0
-1.567123288,1,3,4,3,7,4,10,9,21,13,0,1,-1,0,2,0,2,21,16,0,2,2,42,34,0
-9.419178082,-2,-1,2,0,39,17,-2,-2,45,19,0,0,-4,-3,0,3,0,39,15,0,-3,1,30,8,1
-3.909589041,27,20,-12,-7,20,45,-1,1,-39,0,4,-1,19,19,0,8,0,7,39,0,-2,0,7,39,0
4.257534247,-4,-4,-8,-7,-5,3,0,0,-4,2,0,0,-5,-2,0,-1,0,-13,-4,1,1,1,-13,-4,1
-3.326027397,25,21,22,18,42,25,40,27,77,47,1,0,2,2,4,3,4,104,70,0,1,2,109,76,1
2.271232877,-1,-1,2,2,0,6,5,4,19,20,-4,3,-11,-7,0,-2,0,7,12,1,0,1,9,14,0
-0.682191781,24,21,28,28,39,17,3,3,18,3,2,0,28,24,-1,9,-1,70,48,0,3,0,68,42,0
4.756164384,5,4,17,12,-25,7,-6,-5,-26,4,-1,0,7,6,0,0,0,-14,14,0,11,1,-22,7,0
6.679452055,-1,-1,0,0,2,-1,1,1,5,2,-1,0,-1,-1,2,0,2,3,0,1,0,1,3,0,0
4.232876712,8,9,3,2,42,18,1,1,44,16,3,0,-6,-4,-1,3,-1,46,21,0,-5,-2,62,31,0
6.821917808,3,2,0,0,15,9,22,12,25,11,1,1,9,8,0,1,0,37,21,0,0,0,38,22,0
1.306849315,0,0,0,0,5,2,1,0,2,-2,1,0,4,4,3,-2,3,6,2,0,3,1,10,6,0
-0.605479452,-3,-2,-2,0,2,-3,-4,-3,-6,-6,1,-1,5,2,3,4,3,-4,-6,2,2,1,-24,-24,1
6.136986301,-2,-2,-1,0,-1,-3,0,-1,1,-1,-2,0,-1,-1,0,-3,0,-2,-4,2,0,1,-1,-2,0
5.915068493,2,-1,0,-3,-65,-15,-23,-14,-93,-35,-2,-1,3,4,6,-3,6,-88,-32,1,2,0,-118,-63,1
-0.515068493,7,-1,-4,-1,-23,2,-1,0,-36,3,-5,0,1,-1,0,-3,0,-28,1,0,1,0,-28,0,1
0.38630137,0,0,2,0,9,9,98,66,109,75,1,1,0,0,5,1,5,109,75,1,3,3,143,103,1
-3.542465753,-1,0,3,4,-4,2,18,9,1,0,1,1,17,15,-2,-1,-2,17,15,-1,-1,1,53,47,1
-3.364383562,9,8,1,2,1,5,0,0,-7,-1,2,0,0,0,1,2,1,2,7,2,-7,-1,-15,-3,1
0.849315068,-2,0,0,0,-31,-10,2,4,-27,-6,1,0,0,0,2,1,2,-29,-6,-1,4,3,-55,-31,1
4.021917808,10,14,8,12,-23,5,0,0,-36,-6,-2,0,11,9,2,3,2,-15,17,0,0,1,-29,17,0
-3.257534247,-1,6,-3,-2,79,19,29,17,111,31,2,0,-5,-3,0,4,0,105,34,0,-5,0,118,44,0
-1.150684932,-3,-1,1,1,-16,-2,93,70,80,69,0,0,1,1,7,0,7,78,69,0,3,2,97,89,0
1.419178082,3,7,2,1,17,24,3,3,13,16,4,1,6,5,0,2,0,22,28,1,-4,0,22,29,0
-4.78630137,-6,-6,0,0,-12,-2,5,0,-2,3,3,0,1,1,0,3,0,-7,-2,0,-3,0,-9,-7,1
-1.509589041,3,2,0,0,-6,-3,5,4,1,3,3,1,-5,-4,0,0,0,-1,1,0,-1,0,5,5,1
5.208219178,-1,-1,19,13,-6,-6,25,21,41,31,-1,0,-2,-2,7,2,7,38,28,1,11,5,64,47,0
-5.145205479,-7,-4,3,2,14,3,-3,-4,15,0,1,0,6,5,1,1,1,14,1,2,-2,-1,13,1,1
3.046575342,0,1,-2,-1,0,0,19,15,17,13,0,0,0,0,1,3,1,17,14,1,-1,-1,13,10,0
4.457534247,12,9,-4,-3,10,14,-10,-8,-20,-9,0,0,4,3,-4,-1,-4,-4,3,0,5,-1,16,7,1
-0.728767123,-1,3,0,0,-22,-3,21,10,2,5,-3,0,-2,-1,1,-1,1,-1,7,0,7,6,-4,3,1
-2.331506849,-2,0,0,-3,31,12,-8,-3,23,7,6,0,2,-1,-1,4,-1,23,6,1,-14,-6,19,3,0
-10.30136986,1,0,0,0,1,1,4,4,4,5,2,0,0,0,0,6,0,5,5,0,1,1,5,5,1
3.517808219,3,0,6,4,12,7,-13,-12,-7,-9,2,0,9,8,0,5,0,5,-1,-1,12,3,-50,-55,1
-2.150684932,-10,-6,2,3,-28,20,0,0,-18,27,0,0,2,2,0,-2,0,-26,23,0,-5,-1,-24,25,0
-1.191780822,0,0,0,0,-2,0,0,0,-2,0,2,0,0,0,1,-4,1,-2,0,1,1,1,3,5,1
4.312328767,2,4,-2,0,-13,8,8,4,-1,16,1,0,-8,-8,0,-1,0,-7,12,-1,-7,1,11,31,0
-1.61369863,-1,-1,-1,-2,-14,-4,13,7,-1,2,3,1,0,0,1,1,1,-2,1,1,0,0,6,10,0
4.805479452,-1,-2,-5,-3,-18,1,21,10,-4,7,0,0,3,3,8,1,8,-2,8,2,4,3,35,36,0
-2.169863014,4,3,-3,-4,35,1,22,12,52,5,2,0,-2,1,3,0,3,54,9,0,9,6,111,55,1
-3.010958904,11,10,0,-3,103,34,4,4,77,6,2,0,19,19,-3,4,-3,107,35,-1,-7,-1,133,59,0
-12.17808219,-4,-1,10,5,9,6,0,0,15,6,0,0,8,6,0,2,0,19,11,0,-1,-1,20,12,1
3.454794521,-10,-6,-9,-7,-1,5,11,9,11,12,-2,1,0,1,0,-4,0,1,7,1,4,2,0,9,0
-16.54794521,3,2,0,0,-1,3,12,12,7,12,4,0,1,1,2,10,2,11,15,0,1,1,13,17,1
-1.095890411,-11,-9,3,3,-25,-19,2,2,-23,-12,-2,1,14,7,-1,1,-1,-20,-14,0,-3,-1,-18,-12,0
-0.904109589,16,10,24,21,33,-1,1,1,27,-4,0,0,15,15,0,1,0,58,21,0,11,3,62,25,1
-9.068493151,9,8,22,21,-1,0,12,11,8,8,-2,0,16,16,1,-6,1,33,32,0,-1,1,115,102,1
0.747945205,-8,-9,2,0,-4,-3,-5,-6,-2,-3,1,0,3,3,-1,3,-1,-7,-9,0,-2,-1,-15,-17,0
3.673972603,0,0,-1,-1,-3,-1,3,3,-1,1,-1,1,0,0,0,-2,0,-1,1,0,0,0,1,3,1
-1.42739726,0,10,2,11,-23,9,2,2,-29,2,-3,0,10,10,1,1,1,-19,22,1,8,5,-40,3,1
-4.098630137,5,6,15,7,37,30,6,5,45,25,1,1,8,11,0,-2,0,58,42,0,-3,-1,57,41,1
-2.002739726,3,0,-1,0,17,14,0,0,8,9,0,1,5,5,0,3,0,16,14,0,0,0,16,14,1
1.347945205,-5,-3,-2,-2,11,10,1,1,10,7,1,1,5,5,0,4,0,10,9,0,-4,0,27,26,1
-2.561643836,-3,-2,0,0,-14,-6,2,2,-9,-2,-1,1,0,0,0,-2,0,-12,-4,0,0,0,-12,-4,0
-5.216438356,12,11,9,8,-7,3,14,10,5,11,0,0,-1,-1,4,3,4,16,21,2,0,1,31,34,1
4.164383562,0,-2,3,3,-16,-14,0,0,-22,-17,1,0,9,8,0,-1,0,-13,-11,1,0,0,-11,-9,0
-7.780821918,-17,-5,6,2,16,-24,0,0,77,15,2,0,-38,-32,0,2,0,22,-22,0,-1,0,25,-19,1
5.068493151,2,3,0,0,-30,4,1,0,-26,7,1,0,-5,-6,3,-1,3,-29,4,0,3,2,-32,1,1
-2.597260274,2,-3,-2,0,4,4,5,5,3,10,-1,1,2,2,0,2,0,7,9,0,1,1,6,4,1
-4,1,1,0,0,6,5,6,4,11,8,-4,1,0,0,0,1,0,12,9,0,0,0,12,9,1
-7.394520548,-6,-1,12,10,-24,-6,2,2,-1,7,-1,0,-3,0,0,1,0,-10,6,0,2,2,-14,2,0
0.901369863,-6,-6,3,-1,28,10,-12,-9,-5,-9,-2,0,30,15,-2,-2,-2,19,0,-1,-2,-2,10,-5,0
-4.775342466,-1,1,2,2,40,52,-2,-2,44,52,-3,1,-3,-1,-2,-3,-2,40,52,0,-5,-2,34,51,0
-10.30136986,3,1,5,2,156,30,5,3,137,12,-2,0,26,22,0,0,0,166,35,0,-13,0,194,62,0
-4.895890411,-2,-2,11,12,133,27,-2,-2,137,35,4,0,7,4,1,9,1,142,37,0,-1,-1,179,67,0
-4.706849315,5,4,0,0,2,1,14,10,17,12,2,1,-6,-5,0,1,0,16,11,0,-1,-1,16,11,1
-2.646575342,11,10,-1,0,24,29,2,4,10,13,-1,0,4,10,2,-4,2,25,33,0,6,1,-39,-18,0
-4.101369863,-2,-1,1,0,36,20,25,19,58,37,3,1,6,3,0,0,0,62,39,0,-5,-3,101,71,1
-4.424657534,11,7,9,5,22,4,-2,-2,22,2,4,0,-4,-2,0,5,0,29,7,0,-1,1,-3,-23,0
2.871232877,10,6,13,8,38,6,0,0,42,10,0,0,-1,-2,0,2,0,51,14,0,6,1,53,16,0
3.276712329,1,1,1,1,1,0,1,0,2,0,-1,0,0,0,1,-2,1,3,1,1,2,2,8,6,0
-2.443835616,1,1,0,0,3,3,0,0,1,1,3,1,1,1,0,4,0,3,3,0,0,0,3,3,0
-5.830136986,12,7,-6,-6,17,12,5,5,-8,-8,1,-1,12,12,1,4,1,16,11,0,2,2,53,45,0
-5.090410959,0,0,0,0,0,0,6,3,7,4,2,1,-1,-1,0,5,0,6,3,0,0,0,6,3,1
-0.791780822,3,3,4,3,-38,5,7,5,-22,12,1,0,-8,-2,3,1,3,-27,13,0,3,2,27,60,0
2.068493151,2,-1,7,1,0,-17,1,0,-5,-23,0,0,11,8,1,1,1,8,-16,0,8,6,15,-11,0
0.635616438,15,15,11,6,18,25,-1,-1,9,11,-1,0,4,4,-3,0,-3,28,30,-1,-11,-2,43,48,1
1.016438356,-5,-5,2,1,-18,-12,-5,0,-14,-5,2,0,-2,-1,4,-1,4,-21,-11,-1,1,1,-20,-8,0
-3.961643836,-2,0,9,9,-5,5,12,11,16,17,-2,0,2,8,1,-5,1,16,25,-1,8,3,55,63,1
-7.153424658,-22,-8,-2,-1,44,0,0,0,64,7,3,0,0,0,0,3,0,42,-1,0,0,0,42,-1,1
3.978082192,-1,2,4,5,-6,10,-6,-3,-21,-3,-4,0,14,13,1,-4,1,-8,12,0,4,2,19,39,1
-4.967123288,5,4,9,5,18,0,0,0,22,1,1,1,0,0,0,3,0,27,5,0,2,0,28,6,1
4.408219178,-5,-2,-4,-3,2,-7,-10,-1,-5,-7,2,0,-2,-2,8,2,8,-12,-11,7,7,4,29,28,1
-7.961643836,-2,0,11,7,32,4,-8,-2,36,7,2,0,1,2,-3,0,-3,35,9,-3,-9,-4,27,-1,0
-1.528767123,1,0,5,3,-10,4,43,31,33,33,1,1,4,5,4,-1,4,38,38,0,5,4,104,93,1
-8.704109589,-1,1,-1,-2,-30,17,0,1,-31,15,-1,0,1,0,-3,5,-3,-31,16,0,-3,0,-41,7,1
-10.24657534,-1,-2,0,-1,-1,0,8,7,10,10,1,0,-2,-2,4,5,4,7,6,3,1,0,19,14,1
0.002739726,-3,-2,-11,-6,-7,0,-1,0,-17,-5,4,0,1,1,0,5,0,-19,-6,0,0,0,-19,-6,0
3.04109589,18,12,0,-1,-33,-32,5,3,-66,-46,-2,0,20,4,3,0,3,-28,-30,0,3,1,-2,-5,1
2.087671233,9,4,3,3,-14,-9,4,4,-7,2,-3,2,-9,-8,0,-2,0,-7,-2,0,6,2,-2,3,1
-3.071232877,-3,0,0,0,-1,-4,50,31,52,27,3,0,0,0,4,4,4,49,27,0,0,1,92,62,1
-4.967123288,1,3,7,4,24,11,31,24,42,19,1,0,19,17,4,1,4,62,39,0,5,3,105,79,1
1.356164384,1,0,4,3,-4,1,34,25,34,30,1,0,-1,-1,3,-1,3,34,29,1,0,0,27,27,0
3.126027397,10,8,16,8,33,18,-3,1,46,21,2,0,-10,-2,0,2,0,46,27,0,-10,-1,44,28,1
7.915068493,0,0,0,0,-4,0,8,5,4,5,1,0,0,0,3,4,3,4,5,1,2,1,18,19,1
3.287671233,26,20,39,40,34,24,12,4,50,39,1,0,9,9,-1,1,-1,85,68,-1,-9,-5,98,81,0
-0.38630137,-1,-1,4,4,0,1,7,6,8,8,-5,1,4,4,0,-2,0,11,11,0,0,0,-6,-6,0
0.920547945,4,6,1,3,5,6,0,0,4,5,-1,0,-2,-2,0,4,0,6,9,2,-5,0,11,14,0
-4.654794521,0,-3,-2,2,13,-9,-4,0,7,0,1,0,0,-4,1,-5,1,7,-7,2,-1,0,25,4,0
0.936986301,13,11,0,-1,50,31,-4,-6,30,12,-1,0,3,1,-7,0,-7,46,24,0,-7,-2,-7,-23,1
-3.731506849,-4,-1,9,6,6,8,7,6,20,18,2,1,6,3,0,0,0,22,20,0,0,0,22,20,1
-2.42739726,10,4,25,17,84,16,2,2,72,6,0,0,29,25,2,1,2,111,35,0,10,5,117,41,0
-1.112328767,26,21,12,11,66,16,0,0,11,-23,0,-1,41,29,0,0,0,78,27,0,2,0,87,36,1
10.14246575,19,9,6,5,26,22,-5,-5,-2,3,-6,0,10,10,0,-5,0,27,22,4,-8,1,14,7,0
-4.887671233,0,1,-6,-4,15,6,21,15,29,15,2,0,1,1,-5,4,-5,30,17,-2,-9,-5,42,32,1
-2.805479452,2,1,-3,0,32,18,-7,-4,11,4,1,0,9,9,-1,3,-1,22,14,0,-2,-1,22,14,0
10.04931507,10,9,11,6,7,14,31,13,32,17,-1,0,7,7,9,-1,9,49,33,-3,1,-1,104,69,1
-3.082191781,-1,-1,0,0,2,-3,11,10,12,6,1,0,2,2,-3,3,-3,13,7,2,-3,-4,38,25,1
-2.084931507,-8,-3,0,-1,-13,1,-2,-2,-2,4,3,-1,-5,-3,0,2,0,-15,-2,-1,-5,-2,-16,-3,1
-6.580821918,6,2,7,2,28,5,72,57,97,59,1,0,4,3,5,1,5,107,64,-1,3,3,175,123,1
-0.873972603,23,17,15,9,45,12,6,6,41,8,4,0,2,2,0,6,0,66,27,0,1,-1,124,75,1
2.263013699,2,1,0,0,-4,2,0,0,-6,1,2,0,0,0,0,5,0,-4,2,0,0,0,-5,1,0
-4.323287671,-2,-1,-1,1,-7,-3,14,11,12,14,1,1,-4,-4,2,-1,2,6,9,0,1,1,5,8,1
6.684931507,26,24,4,5,-25,-4,21,21,-14,7,-1,0,-12,-9,-2,-4,-2,0,22,0,-1,-3,10,31,1
-7.016438356,-2,4,11,4,-31,-1,20,11,1,9,0,0,1,1,0,-1,0,0,14,0,16,5,23,27,1
0.561643836,15,14,12,12,9,0,0,0,0,-6,1,0,6,4,4,0,4,21,12,2,4,2,27,18,1
0.852054795,-4,-2,0,2,-73,4,-1,1,-75,0,-3,2,5,9,0,-7,0,-74,7,0,-2,0,-72,9,0
-6.676712329,-5,-1,1,1,-20,-14,4,4,-1,1,-1,0,-9,-9,5,-1,5,-15,-9,1,2,1,-5,0,1
-1.42739726,2,1,-3,0,12,5,4,2,9,4,0,0,2,2,0,-1,0,13,7,0,0,1,12,6,0
-0.402739726,4,4,-7,0,-8,7,-6,-2,-32,-2,3,-1,7,3,1,6,1,-21,5,1,-4,-1,-1,22,1
-0.235616438,6,4,-1,0,20,4,5,4,7,-4,-2,0,11,8,-6,1,-6,24,8,-1,-10,-3,42,27,1
-1.479452055,20,15,0,0,-9,23,22,15,-2,27,-3,3,-5,-4,6,-2,6,13,38,2,3,3,33,54,0
-3,1,0,0,0,4,5,3,3,7,9,-1,1,-1,-1,0,-1,0,7,8,0,0,0,7,8,1
-3.24109589,4,4,2,2,23,8,7,6,36,19,1,1,-8,-7,0,-2,0,32,16,0,-1,0,35,19,1
-1.421917808,2,1,0,0,-1,3,8,6,6,9,1,1,-1,-1,3,-1,3,7,9,1,0,0,8,10,0
-5.208219178,3,3,6,2,7,3,15,10,23,12,-2,0,2,0,3,-2,3,28,15,-2,-6,-1,53,43,1
-5.561643836,13,9,9,6,42,33,33,21,60,41,3,1,11,10,0,3,0,84,60,0,-6,-1,123,90,1
6.709589041,25,19,31,25,58,-14,8,3,62,-8,-2,0,10,3,1,-1,1,97,14,0,-6,-2,144,54,1
-2.854794521,3,2,7,6,-6,2,30,22,17,17,1,0,11,11,2,-1,2,31,30,-2,5,5,66,63,1
4.345205479,-24,-9,-3,0,-22,-8,54,41,45,35,3,0,8,7,8,0,8,29,33,1,4,4,142,126,0
-5.901369863,-3,-2,-6,-6,-26,-4,-13,-1,-42,-11,0,-1,0,2,0,-1,0,-45,-11,2,-2,-1,-3,31,0
12.13150685,3,4,29,18,47,4,13,9,89,30,3,0,-3,-3,0,7,0,89,31,1,-3,-1,102,36,0
-10.76438356,1,1,14,12,6,-3,21,21,40,29,0,0,0,0,6,0,6,41,30,-2,4,4,54,38,0
-5.156164384,11,13,6,8,31,18,-4,1,16,11,-1,0,6,3,-3,-1,-3,33,27,1,-7,0,91,81,1
-3.747945205,2,3,-3,-3,-8,-2,24,20,13,14,-1,2,-2,-2,2,2,2,13,15,0,2,2,25,27,1
4,-2,5,36,35,-27,12,0,0,-2,29,0,0,13,13,0,-1,0,9,47,0,4,0,19,57,0
-5.989041096,4,3,5,4,5,4,5,5,14,12,-1,1,-3,-2,0,-1,0,15,13,0,0,0,17,15,1
1.136986301,-33,-21,-4,-4,-2,0,3,3,25,16,0,1,5,4,0,-3,0,-3,-1,0,1,0,-1,0,1
2.317808219,42,22,-17,-13,47,32,-3,-3,-23,-11,2,0,8,5,0,7,0,27,16,1,2,1,-7,-17,1
-4.838356164,-9,-9,1,2,-51,-31,12,10,-26,-6,-2,0,-3,-4,3,-4,3,-38,-19,2,9,2,-19,-3,0
2.578082192,10,6,10,11,-18,-13,2,3,-7,3,4,0,-9,-8,2,5,2,-6,1,2,4,2,-5,-2,1
-1.161643836,-3,-3,-3,-5,-3,-1,0,0,-2,-2,-1,0,-1,-1,-1,0,-1,-6,-6,1,0,0,-12,-9,1
1.81369863,2,2,7,7,23,19,13,9,52,39,-2,2,-11,-6,0,-3,0,43,35,0,2,1,53,45,1
-0.317808219,1,1,1,1,-16,-10,41,19,29,12,3,1,-4,-3,9,0,9,26,10,3,0,1,-69,-76,0
-3.665753425,21,24,-3,-1,-34,74,2,1,-32,75,-4,-1,-24,-25,0,1,0,-35,74,0,-1,1,-22,88,1
4.920547945,7,2,1,0,50,21,9,7,53,27,-3,0,0,-1,0,-3,0,60,28,0,2,2,87,48,1
1.753424658,21,12,-4,-3,18,31,0,0,38,40,1,1,-45,-24,0,1,0,14,28,0,-2,0,14,28,0
8.950684932,6,6,0,0,2,2,6,5,2,1,-3,0,0,0,1,3,1,8,7,2,1,1,9,8,1
-0.128767123,-12,-1,8,7,85,41,25,13,140,70,3,1,-10,-8,0,5,0,118,61,0,-1,-1,138,77,1
-5.378082192,1,-1,-11,-4,13,3,45,39,47,40,-2,0,-1,-1,-1,-4,-1,47,38,2,-3,-1,106,90,0
-2.684931507,1,0,3,1,2,1,45,33,49,35,1,0,0,0,4,-2,4,50,35,0,3,1,66,49,1
-3.978082192,-11,-6,-7,-4,-1,-2,8,6,15,8,-3,0,-4,-2,10,-8,10,0,0,1,0,1,-24,-18,0
5.654794521,10,8,-5,-2,-6,-3,11,11,-16,-8,-1,0,6,6,7,-4,7,0,6,1,10,4,-23,-19,0
5.638356164,-6,-5,0,0,10,1,3,3,19,8,-2,2,0,1,0,-2,0,13,4,0,0,0,13,4,1
-4.134246575,5,3,4,5,-17,-4,11,11,-7,9,1,0,0,0,0,0,0,-2,12,0,1,0,1,15,1
-10.29863014,-4,-2,-3,-1,-4,0,19,15,17,16,3,0,-1,0,0,10,0,12,14,0,6,3,-8,-3,0
-1.136986301,1,3,1,1,-6,-2,15,10,10,7,0,0,-1,-1,4,2,4,10,9,0,6,2,68,55,0
0.835616438,12,12,31,25,14,13,-4,-2,29,22,-1,0,0,2,1,0,1,41,36,0,-4,-3,23,21,1
-5.569863014,4,5,5,1,-16,5,9,2,8,12,1,0,-14,-9,0,0,0,-2,8,0,6,3,5,14,1
-3.873972603,-4,5,2,1,10,-5,1,1,37,8,1,1,-20,-16,-1,3,-1,13,-3,0,-3,-1,7,-7,1
-1.55890411,3,5,-1,-1,3,10,8,5,14,14,0,2,-7,-5,1,-2,1,10,14,0,-2,0,15,18,0
1.906849315,2,0,0,0,4,6,3,3,4,7,0,1,1,2,0,-2,0,7,9,0,-1,0,7,9,1
-2.432876712,2,-1,4,-2,37,18,9,6,26,10,2,0,22,13,0,6,0,50,22,-1,4,3,56,34,1
2.501369863,10,8,7,5,17,21,1,2,18,20,0,0,-3,0,7,3,7,25,28,0,1,3,36,40,1
-2.605479452,-5,-1,5,3,13,7,12,9,18,11,1,1,17,9,1,-1,1,30,19,0,3,0,55,41,0
4.347945205,-3,0,-5,-2,5,22,0,0,-12,7,-2,0,15,13,-1,0,-1,0,20,0,-2,-1,2,22,0
8.375342466,-10,-6,-5,-4,-49,-38,5,5,-42,-34,-4,0,3,3,3,-3,3,-49,-37,-7,18,5,-51,-42,1
1.906849315,0,1,2,1,-8,0,17,9,8,7,0,0,3,2,2,-1,2,11,10,0,4,3,40,33,0
-9.054794521,3,1,2,1,2,4,1,1,0,3,-3,1,2,2,0,-5,0,5,6,0,1,1,5,6,1
-1.580821918,3,3,2,1,24,15,11,6,34,19,-5,0,0,0,0,-3,0,37,22,0,-1,0,37,22,1
-4.75890411,4,1,-4,-5,12,26,0,0,-16,4,1,0,20,16,0,2,0,8,21,0,2,0,9,22,1
-4.397260274,-3,-2,21,19,27,31,0,0,64,65,0,0,-13,-13,0,5,0,48,50,-1,-2,-1,97,97,0
-3.78630137,-6,-4,-8,-6,-6,3,5,4,-1,7,2,1,-2,-2,0,4,0,-9,1,0,2,0,-8,2,0
4.049315068,4,5,-2,3,-53,18,37,28,-39,28,0,0,17,16,4,-3,4,-18,49,-1,13,6,118,167,1
2.052054795,-10,-10,14,6,-50,-27,1,1,-5,9,0,0,-20,-19,0,0,0,-35,-20,0,-2,-1,-44,-30,1
-8.073972603,-2,-2,-1,1,-1,-1,10,5,12,8,-4,0,-2,-1,5,-5,5,8,5,0,5,5,12,10,1
6.273972603,0,0,6,3,10,6,0,0,19,12,3,1,-3,-3,0,4,0,16,9,0,-2,0,14,6,0
8.090410959,2,8,-6,-2,23,32,-8,-4,10,16,2,-1,-3,2,0,5,0,9,26,3,-2,0,10,27,1
-0.268493151,20,12,-3,-2,26,11,-1,0,0,-8,2,0,2,5,0,2,0,22,9,0,-5,-1,12,-1,0
-3.701369863,-1,-1,0,0,4,0,28,19,32,19,3,0,1,1,2,1,2,32,19,0,-1,-1,52,29,0
-4.868493151,-13,-12,-14,-10,-41,-30,0,0,13,21,-1,0,-55,-49,0,0,0,-55,-40,0,2,1,-68,-52,1
6.378082192,17,10,10,10,71,44,2,2,18,2,-2,0,48,44,0,-1,0,83,56,0,-5,0,96,69,1
-4.21369863,0,0,-2,-2,0,2,19,14,16,13,-3,2,1,1,0,-4,0,17,14,0,-1,0,26,22,0
4.424657534,14,4,2,2,-7,4,0,0,-23,0,-1,0,4,2,0,-3,0,-5,6,0,-1,-1,-3,8,1
-3.915068493,-3,0,13,8,2,-3,-1,0,25,10,-1,1,-8,-5,-1,-4,-1,14,5,0,-3,-2,13,4,0
0.219178082,5,3,5,3,-1,-2,6,2,6,1,-2,1,-1,-1,0,0,0,10,3,0,1,0,21,14,1
7.079452055,3,-3,1,0,54,25,8,3,33,11,0,0,27,20,3,-3,3,63,28,0,-7,-2,96,61,0
-3.306849315,1,1,1,1,-10,-4,52,41,40,35,5,0,2,2,4,9,4,43,38,0,8,4,99,91,1
-4.301369863,9,7,10,7,-7,-5,8,8,2,4,6,0,0,-1,0,5,0,11,10,1,1,0,18,17,0
-9.142465753,9,4,6,7,5,1,4,3,-8,-1,3,1,14,8,0,10,0,15,11,1,1,1,17,13,0
1.97260274,-2,-2,-2,-1,3,-1,-7,-5,-4,-5,1,1,0,0,-2,3,-2,-6,-7,0,-4,-1,-74,-71,0
-0.452054795,-6,-3,0,0,-5,-3,-18,-15,-18,-15,-1,0,1,0,-3,0,-3,-23,-18,0,-1,-1,-31,-25,1
-1.515068493,3,2,0,0,11,8,12,9,15,10,-2,1,5,5,0,4,0,23,17,0,0,0,29,23,1
8.123287671,-1,-3,0,0,-4,-7,-2,-2,-5,-4,-1,0,0,-2,-6,0,-6,-6,-9,3,-3,-3,-19,-21,0
3.649315068,-11,1,7,6,-22,5,-3,-1,2,16,0,0,-9,-7,1,-2,1,-18,10,0,7,4,22,42,0
2.38630137,16,10,2,0,-3,-1,15,12,4,5,2,-1,-6,-4,2,-5,2,14,11,-1,1,1,90,86,1
2.008219178,-1,-1,0,-1,-7,-2,-13,-1,-17,-2,2,0,-2,-1,8,0,8,-20,-4,4,1,1,-9,7,0
4.391780822,1,1,-6,-4,27,2,23,13,47,16,-1,0,-4,-6,0,-3,0,44,11,2,1,0,115,69,0
2.936986301,-1,0,0,0,2,3,0,0,3,3,-3,1,0,0,0,0,0,2,3,0,0,0,2,3,0
1.838356164,0,0,0,0,2,-1,3,3,6,3,1,1,-1,-1,0,1,0,5,2,0,0,0,5,2,0
2.947945205,4,1,5,2,-16,-7,-8,-1,-21,-5,3,0,-2,-2,0,1,0,-19,-6,0,1,0,-30,-11,0
0.37260274,5,5,2,0,16,13,0,0,12,7,-2,1,1,1,0,-3,0,18,13,0,-1,-1,15,10,1
-2.871232877,23,17,26,21,46,38,1,1,49,42,-2,0,1,1,0,-3,0,73,60,-1,-4,-1,91,78,0
3.610958904,1,1,-10,-5,-5,-1,12,9,-2,4,0,1,-2,-2,0,2,0,-3,3,-1,3,1,-2,4,1
5.673972603,-3,2,2,3,-23,-8,4,4,-4,6,-2,0,-10,-9,1,0,1,-17,-1,0,3,1,-5,4,1
-7.230136986,-3,-7,-7,-5,-98,-5,-9,-8,-130,-32,-1,0,19,21,-1,-3,-1,-114,-18,0,-3,-2,-139,-38,0
0.076712329,1,1,9,5,4,3,0,0,12,7,4,1,0,0,0,1,0,13,8,0,0,0,14,9,1
-4.901369863,-11,-6,-8,-6,-64,7,0,0,-39,26,1,0,-22,-19,0,2,0,-72,1,0,-11,0,-74,0,0
6.235616438,-8,-6,-6,-4,-9,-4,0,2,-6,2,0,1,-1,-2,0,0,0,-15,-6,0,-4,-3,-18,-8,0
-5.635616438,0,0,0,0,-6,1,11,8,8,12,-3,2,-3,-3,2,-7,2,5,9,-1,2,1,71,71,1
-0.523287671,22,22,24,24,-11,-3,0,0,-7,1,1,1,-2,-2,0,2,0,13,21,0,0,0,10,18,0
-1.380821918,2,1,-14,-11,-12,13,-1,-1,-33,-3,-1,0,4,3,0,3,0,-27,1,0,11,2,94,106,0
-5.005479452,15,13,16,17,50,21,5,5,61,35,-3,0,-5,-5,0,5,0,71,43,1,-7,1,65,37,0
-0.463013699,4,-2,13,7,-2,-2,-6,-3,2,5,1,-1,-1,-1,1,1,1,5,2,1,1,1,2,0,0
-2.630136986,-7,-3,-1,-2,-51,-8,2,0,-39,-3,-1,0,-4,-4,1,-2,1,-50,-10,0,-2,1,-42,-4,1
-5.095890411,68,65,55,54,49,17,39,36,76,44,3,0,-1,-2,7,2,7,143,107,0,5,2,311,276,1
-5.189041096,-27,-16,-16,-14,-15,2,6,6,0,8,2,0,2,2,0,2,0,-25,-6,0,-19,-1,-6,10,0
