age,bodyssa,bodysss,clinssa,clinsss,disssa,dissss,gndssa,gndsss,headssa,headsss,height,kd,legssa,legsss,pas,reach,rev,ssa,sss,sub,tda,tds,tsa,tss,winner
7.994520548,7,7,0,0,4,3,58,27,54,21,0,0,1,2,2,3,2,62,30,-2,1,0,149,106,1
1.649315068,2,2,2,1,39,31,2,2,40,30,1,1,1,2,0,0,0,43,34,0,-2,-2,43,35,0
-8.531506849,0,0,3,1,7,2,1,1,10,1,-2,1,1,3,0,-2,0,11,4,0,0,0,16,9,0
2.8,-7,2,1,4,-42,-14,11,8,-27,-8,3,0,4,4,3,0,3,-30,-2,0,0,1,-34,-5,0
2.104109589,3,3,21,17,1,-9,29,20,49,26,1,-1,-1,-1,-3,1,-3,51,28,0,3,2,96,67,0
5.276712329,7,3,10,13,30,17,6,3,17,18,2,0,22,12,-3,-1,-3,46,33,0,-2,-3,54,43,0
1.810958904,11,6,1,0,-7,0,8,6,-33,-14,0,0,24,14,2,2,2,2,6,0,3,2,40,43,0
3.282191781,13,10,3,1,-8,1,-2,2,-15,-3,0,0,-5,-3,0,-3,0,-7,4,-1,-2,0,-29,-14,1
-4.287671233,0,4,9,6,38,22,3,3,40,14,2,-1,10,13,1,2,1,50,31,0,12,5,72,53,0
6.02739726,22,15,1,2,24,17,-14,-6,-11,-2,2,0,0,0,2,1,2,11,13,0,-8,-4,-51,-39,0
0.178082192,8,12,12,16,55,21,2,2,59,26,5,0,2,1,-2,5,-2,69,39,0,-15,-2,64,36,1
-8.473972603,-1,0,0,0,-18,-12,45,39,34,32,0,0,-6,-5,0,-2,0,27,27,-1,1,1,43,43,0
-2.983561644,14,6,5,5,36,10,39,26,70,36,2,0,-4,-1,1,7,1,80,41,0,1,1,124,77,1
-4.528767123,1,1,-2,-1,-24,-2,-1,-1,-21,-1,0,-1,-7,-4,0,2,0,-27,-4,1,0,0,-33,-9,1
-1.578082192,-11,-11,-4,-4,-20,-4,1,1,-9,8,-2,0,-3,-4,6,-3,6,-23,-7,1,6,3,62,66,0
-0.18630137,17,11,-4,-1,9,13,-5,-5,-10,4,0,0,-7,-8,0,-3,0,0,7,0,6,-1,-11,-2,0
5.567123288,-10,-10,1,0,12,2,0,0,25,13,-1,0,-2,-1,0,-1,0,13,2,0,-4,-1,17,6,1
4.460273973,1,0,0,2,17,11,5,5,30,24,0,1,-9,-6,0,-1,0,22,18,0,-2,0,27,22,0
-7.430136986,-3,-2,-1,-1,-2,-2,-1,1,0,1,-1,1,-1,-1,-6,0,-6,-4,-2,-3,0,0,-24,-15,1
2.197260274,0,0,-1,1,15,16,26,20,38,34,-1,0,2,3,0,0,0,40,37,-2,-3,1,45,39,0
-5.210958904,3,9,11,10,-52,-1,0,0,-41,0,2,0,-3,0,0,3,0,-41,9,0,3,0,-70,-15,1
-4.923287671,0,0,0,0,9,1,0,0,9,1,1,0,0,0,0,6,0,9,1,1,-1,0,9,1,0
-3.887671233,2,1,9,5,25,12,-2,-2,28,12,1,2,2,2,1,-3,1,32,15,0,1,1,52,35,1
0.052054795,0,0,0,0,-2,0,-3,-3,-5,-3,-2,0,0,0,-3,-1,-3,-5,-3,-1,-3,-2,-3,-1,1
8.556164384,2,14,5,9,-61,31,0,0,-55,27,-1,0,-3,-1,0,-1,0,-56,40,0,0,0,-58,38,0
9.854794521,17,14,17,14,-31,55,9,8,-33,55,-1,1,11,8,2,2,2,-5,77,0,1,1,29,107,1
-12.38356164,1,1,3,1,2,3,4,2,5,3,2,0,3,2,2,0,2,9,6,1,1,1,9,6,1
-6.61369863,3,4,0,0,1,4,6,6,5,7,2,1,-1,-1,0,-1,0,7,10,0,0,0,7,10,1
-3.104109589,-2,0,14,5,8,9,5,4,39,28,5,0,-10,-10,-1,6,-1,27,18,-1,-5,-3,18,9,1
-3.561643836,-4,-1,0,6,-25,15,-15,-10,-50,-4,1,0,14,16,-6,-4,-6,-40,11,-2,-12,-5,-72,-19,0
-7.37260274,-13,-1,10,7,72,9,0,0,85,10,2,0,10,7,0,3,0,82,16,1,-2,1,84,17,0
5.136986301,4,2,-8,-5,6,1,-5,-2,-16,-11,4,0,5,3,-1,6,-1,-7,-6,1,3,-1,-18,-17,0
5.931506849,-21,-12,-3,-6,-7,6,3,2,16,15,-1,0,-2,-1,2,0,2,-7,2,1,-6,-3,-1,10,1
2.279452055,14,16,30,18,-54,26,8,3,-34,27,-3,1,4,4,0,-7,0,-16,47,0,1,0,-12,51,0
4.616438356,18,14,-2,4,18,27,-4,-4,1,19,3,0,-7,-6,0,-3,0,12,27,0,-12,-2,-18,-1,0
5.032876712,-1,0,0,0,-20,-3,11,9,-8,6,-3,0,0,0,3,-8,3,-9,6,1,1,1,-11,4,1
-7.791780822,5,5,-1,0,27,21,30,17,61,40,5,0,-10,-7,1,9,1,56,38,0,1,3,65,46,1
-0.391780822,-2,0,-2,-3,-4,1,6,2,0,-1,0,0,2,1,0,3,0,0,0,0,3,0,167,155,0
2.989041096,17,15,11,8,32,10,46,32,65,30,1,0,7,5,7,1,7,89,50,0,10,5,119,77,1
-3.189041096,2,4,15,9,28,2,0,0,20,-11,0,0,21,18,0,-3,0,43,11,0,6,0,14,-17,1
1.210958904,1,3,4,4,-1,-4,22,18,22,13,-5,0,2,2,5,-3,5,25,18,0,3,2,44,34,0
-6.471232877,4,0,-3,-2,16,11,1,0,-3,-3,1,2,13,12,0,0,0,14,9,0,-4,-1,13,8,0
-4.306849315,35,33,14,10,111,112,-5,-5,14,25,-1,0,71,59,0,-3,0,120,117,0,-5,-1,107,107,1
-5.052054795,2,2,0,0,-8,4,7,6,-3,7,2,1,0,1,1,3,1,-1,10,0,0,0,-1,10,1
3.712328767,-26,-23,-26,-19,-82,-67,7,4,-61,-47,-4,1,-14,-12,-3,-1,-3,-101,-82,0,0,-1,-112,-93,1
-2.356164384,-2,0,-3,-2,16,11,-2,3,4,5,0,2,9,7,0,0,0,11,12,0,-2,-1,-2,-1,1
-4.687671233,-1,-1,1,0,2,-5,-1,0,3,-3,-2,0,0,-1,0,-2,0,2,-5,1,1,1,0,-7,1
3.701369863,-5,-2,-6,-2,-19,-2,-6,-1,-26,-5,0,0,0,2,8,2,8,-31,-5,2,1,1,-98,-64,0
2.254794521,21,16,14,10,-34,5,29,21,-28,6,-2,0,16,14,5,-2,5,9,36,0,9,9,28,48,0
-2.263013699,-6,-6,-2,0,-66,11,0,0,-85,-3,0,0,23,20,0,0,0,-68,11,0,4,1,-76,3,1
10.98082192,4,4,-4,-2,-2,0,67,58,59,53,-5,0,-2,-1,1,-3,1,61,56,-1,3,1,73,67,1
4.832876712,-3,2,2,1,-21,-2,6,5,-14,-3,-2,1,4,5,1,-1,1,-13,4,0,1,0,-9,7,1
-0.364383562,-8,-9,1,-2,10,5,23,18,31,21,-2,0,11,9,8,-1,8,34,21,0,3,4,76,61,1
-0.432876712,-5,-5,-8,-8,-3,-2,-27,-15,-30,-17,0,0,-3,-3,2,-4,2,-38,-25,1,3,2,-49,-32,1
-0.084931507,17,-1,1,-4,180,54,-8,-4,104,12,-3,-1,52,35,-1,0,-1,173,46,0,1,0,184,55,0
-0.506849315,11,8,5,4,-53,-2,17,9,-50,-3,-2,0,8,6,11,-1,11,-31,11,0,11,5,-10,23,1
4.136986301,-1,1,4,2,-3,-1,1,1,1,-1,-2,0,2,2,2,-4,2,2,2,1,0,1,12,9,0
-0.668493151,5,-1,2,3,29,13,5,3,32,19,-2,0,-1,1,0,-3,0,36,19,0,-3,-2,31,15,0
-1.37260274,2,2,23,19,5,1,14,12,25,19,1,0,15,11,-2,4,-2,42,32,1,2,0,65,51,1
11.38630137,0,0,0,0,-1,2,0,0,-3,0,-2,0,2,2,1,1,1,-1,2,0,2,1,5,6,1
4.079452055,7,0,1,1,-17,-2,3,2,-18,2,0,1,-2,-1,0,-5,0,-13,1,0,1,0,-13,1,1
0.134246575,28,27,9,6,-2,2,45,38,28,22,1,0,-4,-3,1,5,1,52,46,0,7,2,148,126,0
-3.463013699,3,2,1,0,1,0,-5,-5,-7,-8,1,0,1,1,5,6,5,-3,-5,2,-1,0,7,-2,1
8.835616438,8,8,4,1,5,3,89,34,90,30,-1,0,0,0,6,-5,6,98,38,0,6,3,57,0,1
2.38630137,-13,-11,-13,-11,-48,-11,1,1,-49,-12,2,0,2,2,4,2,4,-60,-21,2,10,2,-82,-41,1
-3.038356164,12,6,2,1,75,7,-1,-1,56,-4,3,0,8,5,0,3,0,76,7,0,0,1,72,3,0
-5.142465753,0,2,-5,-4,47,20,19,15,65,34,4,0,-4,-5,2,3,2,61,31,-1,9,5,110,77,1
-5.531506849,3,1,-2,4,-4,-3,10,9,22,28,3,0,-21,-19,4,-2,4,4,10,0,-11,1,12,19,0
10.18082192,-12,-10,-19,-15,-24,-2,18,10,-13,3,-6,0,0,0,3,-5,3,-25,-7,0,14,8,-75,-55,1
6.75890411,5,6,3,3,-12,-11,-30,-24,-46,-41,2,1,2,3,-8,1,-8,-39,-32,1,-9,-4,-87,-74,0
2.416438356,0,0,0,0,-1,1,2,1,0,1,-3,0,1,1,2,0,2,1,2,1,2,2,1,1,1
-4.594520548,0,2,-2,-2,11,6,3,1,6,-2,-2,0,6,5,4,-4,4,12,5,0,12,2,34,20,1
-0.8,0,7,-1,1,-17,0,-2,-2,-9,1,-1,2,-11,-9,1,-1,1,-20,-1,0,-4,-2,-29,-6,1
6.542465753,-1,0,14,5,-3,1,2,1,14,7,0,1,0,0,0,0,0,13,7,0,0,0,13,7,0
4.484931507,-12,-8,-2,-2,-8,-5,0,0,2,0,-5,0,0,1,4,-4,4,-10,-7,2,1,1,-27,-24,0
-8.463013699,20,19,16,15,29,25,29,20,52,39,3,1,2,2,7,5,7,74,60,0,3,4,124,99,1
-1.849315068,-1,-2,1,-2,21,8,0,0,20,5,0,0,3,3,-5,-4,-5,22,6,2,-6,-3,8,-10,0
3.526027397,4,4,-1,1,0,3,7,5,1,4,-1,1,1,1,1,-1,1,6,9,0,1,0,8,11,0
-8.605479452,2,2,8,6,4,2,42,41,50,44,-1,0,2,3,1,-3,1,54,49,1,-2,3,101,93,0
-4.178082192,-2,-8,-19,-12,-21,-12,-5,-2,-40,-16,-3,0,-3,-2,4,1,4,-45,-26,1,7,2,-46,-26,0
-4.21369863,49,34,2,2,92,41,3,2,48,11,-2,1,0,0,-1,2,-1,97,45,0,0,1,91,40,0
-6.723287671,16,12,29,26,42,30,0,0,35,25,1,1,20,19,0,-3,0,71,56,0,-7,-1,78,62,1
5.84109589,-14,-4,-2,0,-156,-40,0,0,-137,-29,1,0,-7,-7,2,-1,2,-158,-40,0,3,0,-207,-75,1
-5.210958904,-5,1,0,3,-41,-6,0,0,-27,3,-1,1,-9,-7,0,1,0,-41,-3,0,-5,0,-39,-1,0
-7.049315068,-7,-2,-4,-2,22,9,1,1,25,10,2,0,1,0,-1,1,-1,19,8,0,-1,-1,5,-7,0
-8.35890411,3,2,0,0,28,23,14,4,32,20,0,1,7,5,1,2,1,42,27,1,1,0,43,28,0
-2.539726027,-5,2,-12,-8,16,12,0,0,4,-5,0,0,5,7,0,2,0,4,4,3,-3,-2,-2,-2,0
0.583561644,6,6,1,0,27,15,2,2,27,14,3,1,-3,-3,0,6,0,30,17,0,-2,0,25,14,0
3.046575342,-2,-1,-8,-3,-15,-14,4,3,-18,-13,-1,0,1,0,2,-3,2,-19,-14,0,15,6,-35,-35,0
-2.290410959,5,4,2,2,-46,25,1,1,-55,16,3,1,7,8,0,4,0,-43,28,0,0,0,-43,28,0
-8.120547945,18,15,3,2,-17,-15,12,12,-23,-19,0,0,3,3,1,0,1,-2,-1,0,6,2,96,88,1
3.265753425,-4,-2,-2,-2,-21,5,13,11,-4,18,0,0,-2,-2,-1,2,-1,-10,14,1,-5,-2,-65,-39,1
4.805479452,-2,-4,-11,-8,13,-8,0,0,6,-10,4,0,-2,-2,0,6,0,2,-16,0,2,1,16,-4,0
-2.317808219,11,11,7,15,61,-14,0,0,78,7,1,0,-21,-17,0,6,0,68,1,0,-1,0,81,14,1
-14.54246575,-19,-7,-3,-3,2,20,1,1,46,37,-1,0,-27,-12,3,-3,3,0,18,0,6,3,-10,7,0
-2.843835616,22,15,12,8,56,35,20,15,47,30,-3,0,19,13,1,-2,1,88,58,0,6,1,118,86,0
-9.506849315,3,8,8,8,-2,17,9,7,31,36,3,1,-19,-12,1,4,1,15,32,0,-3,0,15,32,1
-5.638356164,4,6,1,0,-31,0,6,4,-26,0,2,1,-2,-2,1,2,1,-24,4,1,-2,0,-24,4,0
3.087671233,1,-1,-1,-1,-28,-6,0,0,-18,-6,2,0,-12,0,1,2,1,-29,-7,1,-2,2,-39,-17,1
-8.487671233,8,6,24,15,-103,6,51,25,-35,42,0,1,-1,-2,0,0,0,-28,46,0,1,0,-24,53,0
3.320547945,4,4,-1,-2,-15,4,0,1,-20,-1,-1,1,0,0,1,0,1,-16,3,0,-1,-1,-19,0,0
2.249315068,-4,-1,-4,-2,-50,-4,12,8,-36,4,0,0,-2,-1,0,-2,0,-42,2,0,1,2,-39,5,0
2.465753425,-1,-2,0,0,-9,-4,16,10,6,8,2,-1,2,0,0,0,0,7,6,0,5,3,-8,-4,1
2.446575342,3,0,0,-1,-6,11,32,24,1,18,0,0,22,16,1,0,1,26,34,0,4,2,80,76,0
3.95890411,9,2,2,-1,11,7,7,4,5,2,-3,0,6,6,4,0,4,20,10,1,9,4,26,14,1
13.74246575,0,0,-2,-1,4,1,0,0,1,-1,-1,0,1,1,-1,6,-1,2,0,1,2,-1,2,0,0
9.517808219,-20,-7,-1,-3,42,20,16,14,77,38,4,1,0,0,0,1,0,57,31,0,-1,1,53,27,0
-4.956164384,-5,-4,3,3,1,1,1,1,10,9,-1,1,0,0,0,-2,0,5,5,0,0,0,5,5,0
-2.320547945,2,0,1,-1,43,2,0,0,40,1,-1,1,2,0,-1,-1,-1,44,1,0,-3,-1,50,7,0
-11.71780822,0,0,-2,-1,-4,5,95,53,88,56,2,0,1,1,2,-1,2,89,57,-2,-1,-1,130,91,0
0.578082192,-21,-11,6,4,42,3,6,4,72,18,-2,0,3,4,0,3,0,54,11,0,-1,0,58,15,1
6.873972603,7,4,2,-3,-5,8,-6,-2,-16,-1,0,0,0,0,2,0,2,-9,3,2,11,3,-13,0,1
-7.956164384,9,4,10,5,20,5,39,28,60,33,0,0,0,1,3,-1,3,69,38,-1,-6,0,129,89,0
-1.249315068,6,6,0,2,15,1,19,13,34,17,-2,0,-6,-7,4,2,4,34,16,-1,2,2,93,69,1
2.339726027,-15,-6,-7,-4,-13,4,14,9,4,11,1,2,5,4,1,-1,1,-6,9,-1,-2,3,5,19,0
-3.24109589,-5,1,9,7,-6,24,7,2,10,27,-1,1,5,5,-1,-1,-1,10,33,0,7,2,-17,15,0
-3.076712329,-11,-11,2,-1,24,-16,10,6,57,11,1,0,-10,-11,0,5,0,36,-11,0,3,2,33,-15,1
-3.553424658,-1,-1,-1,-1,-11,0,24,14,12,13,-1,1,1,1,11,-3,11,12,13,0,5,4,22,19,1
-6.402739726,0,3,9,9,12,10,2,2,21,18,1,1,2,0,0,4,0,23,21,1,0,0,24,22,0
4.4,-7,0,29,25,-44,-3,2,2,-5,20,1,0,-1,4,0,1,0,-13,24,0,-11,0,2,43,1
-8.978082192,3,1,2,1,-8,-4,-2,-2,-11,-7,3,0,0,1,0,5,0,-8,-5,1,-1,-1,-9,-6,1
-3.95890411,-4,6,-2,-2,24,10,2,1,33,7,-2,-1,-5,-4,1,-1,1,24,9,0,4,3,21,5,1
5.915068493,-16,-8,-3,-1,-26,-2,8,5,-3,12,-1,0,-2,-2,2,4,2,-21,2,0,5,1,3,19,1
-6.156164384,-3,1,-10,-6,-2,0,2,2,-3,-3,-2,0,-4,-2,4,0,4,-10,-4,-3,4,3,3,8,1
1.38630137,4,5,4,2,12,10,17,11,35,25,-3,0,-6,-7,8,-3,8,33,23,-1,-6,-2,-12,-22,0
3.317808219,6,2,0,0,1,0,23,18,22,20,-2,1,-4,-4,0,1,0,24,18,0,0,0,26,20,1
-0.18630137,-6,-5,-7,-9,-12,-11,57,39,45,24,1,0,-1,0,5,-4,5,38,19,1,7,3,29,8,0
10.79178082,-8,-7,-2,-2,-8,-4,-61,-33,-65,-31,-3,0,2,-1,-2,-8,-2,-71,-39,0,0,-1,-87,-48,1
-4.320547945,11,7,0,1,22,27,-1,-1,13,21,3,0,-3,-1,0,5,0,21,27,0,-2,-1,14,21,1
-0.306849315,-5,2,5,4,-9,10,34,22,44,34,3,0,-9,0,4,1,4,30,36,0,7,4,77,74,1
-3.934246575,6,6,21,17,43,18,2,1,54,25,-2,2,6,5,1,1,1,66,36,0,-1,1,69,37,0
1.663013699,8,2,-3,-1,12,-8,1,1,9,-2,2,0,-7,-8,1,1,1,10,-8,0,8,2,28,10,0
-3.624657534,6,4,0,3,56,55,-12,-9,14,29,3,0,24,16,-1,3,-1,44,49,0,-7,-3,18,26,0
4.42739726,-1,-1,0,0,4,3,0,0,2,1,1,1,3,3,0,1,0,4,3,0,1,0,4,3,1
6.44109589,-2,-3,4,1,4,9,2,2,16,18,1,1,-4,-3,0,-1,0,10,12,0,1,0,11,13,0
-3.178082192,1,2,3,2,30,18,0,0,32,19,3,0,0,-1,0,7,0,33,20,0,0,0,33,20,1
0.408219178,57,39,0,1,122,117,0,0,39,61,0,0,26,18,0,-4,0,122,118,0,-4,0,124,121,0
2.446575342,14,13,-2,-1,-6,1,47,27,26,14,1,0,-1,0,3,-2,3,39,27,-2,7,3,4,-6,1
-7.917808219,-1,-1,0,0,-1,-1,0,0,1,0,3,0,-1,0,-1,2,-1,-1,-1,2,0,0,1,-1,0
2.594520548,-17,-13,-13,-10,-19,-10,3,3,-9,-2,2,1,-3,-2,1,2,1,-29,-17,0,4,1,-13,-1,0
4.309589041,1,3,-2,-2,-7,2,1,1,-12,-5,-2,1,3,3,0,-2,0,-8,1,0,-1,0,-8,1,0
-0.523287671,5,4,24,22,-35,-5,2,0,-10,16,1,3,-4,-3,0,2,0,-9,17,0,-1,-1,-9,17,0
4.682191781,4,1,2,1,18,11,0,0,13,9,0,1,3,2,0,1,0,20,12,0,-2,0,24,16,1
-1.638356164,-21,-14,1,0,-80,-6,4,4,-112,-32,-5,3,58,44,6,-7,6,-75,-2,0,3,1,-34,40,0
-2.449315068,4,3,8,5,1,1,-24,-15,-23,-14,1,0,4,2,2,-2,2,-15,-9,5,-4,-1,-15,-4,1
-0.602739726,0,0,-1,0,0,0,-5,0,-6,0,2,0,0,0,1,3,1,-6,0,2,-2,-1,-28,-16,1
-3.24109589,8,2,4,2,29,9,0,0,21,10,3,0,4,-1,1,3,1,33,11,1,-3,1,26,4,0
-5.602739726,-1,-1,0,0,9,2,5,5,11,6,0,1,4,2,0,3,0,14,7,0,0,0,14,7,1
-1.564383562,13,12,16,12,-7,3,1,1,-3,4,-1,1,0,0,-1,-2,-1,10,16,2,-1,1,10,18,0
-4.35890411,9,6,3,4,58,16,0,0,56,17,5,0,-4,-3,0,3,0,61,20,0,0,0,53,13,0
-2.780821918,3,-1,4,2,17,-6,0,0,25,7,-2,0,-7,-10,2,0,2,21,-4,2,-1,1,30,4,0
-5.169863014,1,1,1,1,1,3,13,9,14,12,0,0,0,0,5,-3,5,15,13,1,-1,0,25,23,1
-3.616438356,6,4,3,1,33,11,-11,-7,20,2,-2,0,-1,-1,-1,0,-1,25,5,5,-4,-1,16,-3,1
4.967123288,21,20,8,8,-17,31,8,8,-32,14,-2,1,10,13,1,-2,1,-1,47,1,3,0,22,69,0
-4.591780822,13,7,11,9,33,23,18,13,41,33,1,2,8,5,0,6,0,62,45,0,-8,-3,63,49,0
-0.232876712,-1,-1,-9,-3,83,22,-3,-2,65,15,-1,0,7,3,-2,1,-2,71,17,0,-3,-1,62,8,0
2.309589041,0,0,10,4,-6,1,2,2,14,15,-2,1,-8,-8,0,2,0,6,7,0,0,0,6,8,1
0.901369863,-11,-9,1,0,1,10,-5,-3,6,15,0,1,2,1,0,1,0,-3,7,0,-5,-3,-9,2,0
4.756164384,0,0,2,1,0,2,16,14,19,18,-6,1,-1,-1,3,-8,3,18,17,1,1,1,27,25,1
5.295890411,-2,0,2,2,-9,-5,0,0,-3,-2,0,0,-2,-1,4,0,4,-7,-3,2,2,1,-9,-4,0
7.997260274,1,0,-3,-3,-4,1,31,8,23,6,0,0,0,0,16,4,16,24,6,-2,5,6,40,8,1
1.769863014,-2,-1,1,-2,25,15,4,1,12,0,-2,0,20,15,1,-1,1,30,14,-1,8,1,34,16,0
-5.843835616,12,10,25,17,97,47,-2,-1,107,52,0,0,1,1,-5,-1,-5,120,63,0,-7,-5,140,74,0
-1.887671233,9,9,14,14,13,6,9,8,21,14,-3,0,6,5,2,0,2,36,28,2,-1,-1,104,97,0
-2.791780822,-15,-11,-1,-3,12,5,23,16,49,28,2,0,0,1,4,6,4,34,18,0,8,5,92,64,0
7.536986301,-6,-3,-3,-3,-16,-4,14,11,2,8,0,0,-1,-1,6,1,6,-5,4,0,13,6,35,40,0
7.490410959,1,2,2,2,-4,4,0,0,-8,1,4,0,5,3,1,3,1,-2,6,1,-1,-1,7,15,1
-7.778082192,9,16,-7,-4,45,34,-1,-1,29,14,3,0,-1,-1,0,2,0,37,29,0,-5,0,-1,-8,0
4.457534247,0,3,0,0,12,10,18,12,24,15,-1,2,6,4,1,0,1,30,22,0,1,2,20,13,0
-0.956164384,-3,0,8,7,-45,-7,20,7,-14,6,1,2,0,1,-1,2,-1,-17,7,-2,-5,-1,-40,-11,1
4.561643836,12,11,11,9,-19,3,2,4,-25,-1,-2,0,7,6,9,-2,9,-6,16,-1,10,11,31,51,0
1.416438356,2,2,0,0,-3,-2,3,1,-2,-3,0,1,0,0,0,0,0,0,-1,0,0,0,1,-1,0
4.164383562,13,13,3,2,102,63,48,39,122,74,0,0,18,17,4,0,4,153,104,0,4,2,269,198,0
-4.690410959,15,13,0,0,47,39,5,3,47,39,1,1,-10,-10,0,-2,0,52,42,0,-4,0,60,46,0
-9.123287671,-1,-1,0,0,-1,1,6,5,6,7,-3,0,0,0,0,-3,0,5,6,1,-1,0,41,29,0
8.156164384,-2,0,2,1,-15,17,3,2,-17,13,-3,3,9,7,0,-2,0,-10,20,0,-3,-2,-8,23,0
-4.912328767,-5,-5,0,1,12,2,4,4,7,-1,-1,0,14,13,-1,-4,-1,16,7,-1,-3,-4,15,7,1
0.761643836,-10,-9,-8,-3,14,5,5,3,23,14,-2,0,-2,0,0,-2,0,11,5,0,-8,1,7,1,0
8.898630137,18,10,-8,-6,34,30,9,6,-6,0,0,0,23,20,0,-1,0,35,30,0,-11,-3,22,20,1
6.624657534,23,17,-3,0,-49,-4,22,13,-70,-25,1,3,17,17,2,1,2,-30,9,0,-8,-2,-48,-3,0
-4.265753425,-4,-2,4,5,25,-9,2,2,65,29,-2,1,-30,-29,0,-6,0,31,-2,0,-5,-1,26,-6,1
-0.791780822,-11,-10,1,-4,12,0,2,2,26,10,3,0,0,-2,0,-1,0,15,-2,1,4,0,12,-6,0
3.887671233,-8,-5,-3,-1,-41,-5,2,0,-33,-4,2,0,-1,3,3,-1,3,-42,-6,0,0,3,-37,-2,1
-3.934246575,-3,-2,-1,-1,-4,-1,26,18,26,18,-3,0,-2,0,3,-5,3,21,16,0,3,3,152,123,1
5.797260274,-3,-1,-1,0,55,30,4,3,61,35,1,1,0,-1,-1,5,-1,58,33,0,-3,-1,61,36,1
0.293150685,7,4,17,2,-15,-28,0,0,-6,-31,-2,-1,1,1,1,0,1,2,-26,0,15,1,0,-28,0
-1.410958904,-6,-4,26,20,50,32,0,0,77,51,-1,0,5,5,0,-3,0,76,52,1,-2,0,117,92,1
2.912328767,4,1,-2,2,-3,-3,17,13,12,13,1,1,-4,-2,1,4,1,12,12,0,0,0,25,27,1
0.934246575,2,4,14,11,-43,4,13,8,-9,18,-3,0,-9,1,2,-1,2,-16,23,-1,-2,5,-30,9,1
-1.463013699,4,6,-13,-9,7,5,39,36,28,25,-3,0,1,1,6,-3,6,33,32,-1,5,4,116,107,1
7.78630137,4,4,4,7,17,10,20,19,40,34,1,0,-3,-2,2,4,2,41,36,-1,-9,-2,96,85,0
-5.589041096,-10,-10,-4,-3,-8,-12,0,0,5,0,3,0,-7,-5,-1,3,-1,-12,-15,0,-4,-1,-70,-59,1
1.082191781,-2,-2,0,1,0,4,6,6,4,10,-1,0,4,3,1,-1,1,6,11,0,2,1,8,13,1
-5.895890411,-20,-6,-1,0,-28,-22,-8,-4,-7,-8,-2,0,-10,-12,0,0,0,-37,-26,0,1,1,-41,-30,0
2.81369863,4,4,1,1,26,25,3,1,4,7,1,0,22,16,1,-1,1,30,27,0,1,1,22,18,1
-1.556164384,-4,5,0,0,18,-9,16,6,40,-8,3,1,-2,0,0,2,0,34,-3,0,-4,-1,32,-3,0
-9.016438356,3,3,-7,-3,-1,1,7,5,-13,-8,6,0,9,8,2,7,2,-1,3,1,-2,2,4,6,0
-2.375342466,18,17,12,12,20,4,7,-3,16,-4,3,0,5,0,1,1,1,39,13,0,3,2,57,23,1
2.895890411,8,8,-1,-1,9,0,111,90,114,84,1,0,-3,-3,-2,-1,-2,119,89,1,-1,-1,165,132,0
0.821917808,-4,-1,-1,0,3,7,0,0,6,8,-3,0,0,0,0,-3,0,2,7,1,0,0,0,6,1
-6.964383562,6,5,2,2,44,21,8,5,29,12,1,0,19,11,0,1,0,54,28,0,-6,-2,57,31,0
-4.939726027,0,0,0,0,3,0,18,7,22,8,1,0,-1,-1,1,1,1,21,7,0,1,1,27,12,1
-5.753424658,11,9,1,2,120,30,4,3,92,8,1,0,22,18,-1,0,-1,125,35,0,-8,-3,135,46,1
-4.068493151,-5,-4,0,0,26,-5,11,9,38,8,0,0,4,0,2,-2,2,37,4,4,4,2,54,19,1
-4.531506849,-4,2,-5,-3,59,2,0,0,65,4,1,-1,-7,-7,0,-2,0,54,-1,0,0,0,50,-4,0
6.068493151,-3,0,-1,1,0,1,-15,-9,-11,-7,0,0,-2,0,-4,1,-4,-16,-7,1,4,-3,-24,-13,0
13.36712329,-17,-12,0,5,-20,-1,3,2,40,47,-4,1,-40,-29,0,4,0,-17,6,0,-1,0,-16,10,1
9.049315068,-5,-2,0,0,-1,1,3,2,-3,-4,4,0,10,9,9,4,9,2,3,2,0,1,57,54,0
2.583561644,5,2,0,0,50,25,3,2,48,26,-3,1,0,-1,0,-1,0,53,27,0,-6,-1,61,35,0
0.043835616,0,0,0,0,-1,1,12,12,11,13,0,1,0,0,0,-3,0,11,13,0,0,0,12,14,1
-2.983561644,-1,1,3,1,21,4,4,3,35,10,1,0,-6,-3,-2,2,-2,28,8,2,-7,-2,51,29,1
-4.263013699,-39,-29,4,0,-46,-35,-9,-10,-9,-13,-4,0,-3,-3,2,-1,2,-51,-45,0,3,-1,-63,-54,0
-2.284931507,4,3,0,0,10,7,12,7,13,5,0,1,5,6,3,-3,3,22,14,0,0,1,28,19,1
-2.084931507,-5,7,5,2,63,14,6,3,80,17,3,0,-1,-5,0,2,0,74,19,3,-11,-4,73,19,1
0.884931507,-12,-9,9,4,-18,-4,-3,-1,0,9,-1,0,0,-1,4,-4,4,-12,-1,-1,10,7,-7,3,0
9.117808219,-4,0,-7,-3,6,4,16,7,-3,-6,3,-1,22,14,-1,5,-1,15,8,-2,-8,-2,18,11,0
3.243835616,37,8,39,11,78,11,0,0,50,-5,3,0,30,19,0,-2,0,117,22,0,18,0,136,35,1
0.621917808,16,18,-1,1,-18,-1,36,28,-11,-1,0,2,12,11,1,1,1,17,28,0,-1,0,25,37,1
-9.778082192,0,0,0,0,-1,0,10,6,9,6,1,0,0,0,0,8,0,9,6,0,3,2,22,19,1
